date,subtotal,tax,total,currency_code,payment.type,bill_to.name,vendor.type,vendor.name,vendor.address,vendor.logo,img_file_name,img_thumbnail_url,img_url,pdf_url
2022-03-26 15:24:00,41.6,5.23,41.6,,visa,Roland Fjeld,footwear,MUNICH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,41.6,5.23,41.6,,visa,Roland Fjeld,kid's clothing,MAYORAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,41.6,5.23,41.6,,visa,Roland Fjeld,mixed clothing,MARINA MILITARE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,41.6,5.23,41.6,,visa,Roland Fjeld,sportswear,M+,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,41.6,5.23,41.6,EUR,master_card,Russell Applegate,accessories,SOLOPTICAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894464.jpg,https://scdn.veryfi.com/receipts/b005bd37-c2ee-4417-9451-f78911543ab8/thumbnail.jpg?Expires=1648359842&Signature=JKUG7I~Igsx06EVGo2HDaQ3-eDFbWkPQMqzYvHiXMJd69PfGj6uo8OgHgm7se2Ax~JyG715YAL73ltemw3USbBuVNZhLx~vZ7spjiBYVMf1LzLTqn2~386WeDkUbpLuUHmY9L7yxnZY3740erLQhuqNB9jMNUNKOHRJvUji5lBDww1ZNCzPQVGcWM~XiBk1BdFWDG1xrH1vaA32fK4gJF4Ge9v6aluV1Sfzz5FjU83X4CCkNTyRX6e6dnQMMGko-PzJERumIotci2nxk-EH34-7l-byzcoPaZNfSIRkyJbNkhaDFIKOH7hLIaI-zm0ljYQw6A3~LYguqCrTyfo2Gsw__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/b005bd37-c2ee-4417-9451-f78911543ab8/dbabea1f-dede-4f35-bb5b-dacfd67f937f.jpg?Expires=1648359842&Signature=HB8g2G8lU39UR8juFHR3DSuw9ydaf42fjFyJlEEniB0M0B9ngn1sRX3L-ZhdTHSp~BeHPlfn5fIa~BC-Awai8dcO8x48pinFfxtjrOcQ23NPRX6b88zdaXG~WALiN5Q6SXZIlyM87RMXuzEnHEPguLbb0q5o8XRZNiTDDUyuF3~Qj3HuzQFcnKQuEuwagt8koKw4ZE9Xk7L2WL7NuZaJWF3WACQQYUo-OykqffxF~EI09QtZJH948y4Kl37vGSgMF0zMPQpMWymzmGckUHnUxHRqo~wuJof8~iM2YGKvIRAR6kUzGKMU86mZKzCfkr8X85CGfzApVN-w1b6xY81CyQ__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/b005bd37-c2ee-4417-9451-f78911543ab8/8bb2a7ee-2549-4587-9890-f083b718fa00.pdf?Expires=1648359842&Signature=dgAZLHMf7y3TE6UZUIGsG6fBh1pP13j8cIaSuRiN8vZEpe111mIbkh8S-5NaVjNEjRlk2cWpB-FN-RI~7UGeZ9xv0CILaPlmBWhbRQ4TJ6VDAUNku93tk~8gii4dwAp1QmCwqvnNr5ib-QibMkHJEn08Ze-nwpFeWAE2T00VdE9Hx4BNjDaHrU7LP4-EoMBRshdWyySfZ4hrilUQCFK82Rd7mVZ3PpqAMRRzU7UV8H15C7g7I-9tvpRBbfzBht1zAE-rYGa-vnWfF-lRbAhKatRVBHwiOKHi4USo9Bfg2UGzvMi6Q8I-SFZfrQzXdtHiQLVwAZj2a8NYwvqWQ-Vo4g__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2020-09-19 00:00:00,41.6,5.23,41.6,EUR,master_card,Russell Applegate,footwear,SKECHERS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2012-09-03 14:49:00,41.6,5.23,41.6,,visa,Yoseph Carroll,footwear,MUSTANG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-09-28 00:00:00,42.1,6.8,52.7,EUR,visa,Jason Fortune-,mixed clothing,RIP CURL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-22 19:23:00,43.39,9.11,3.64,EUR,visa,Alejandro Savely,accessories,SUNGLASS HUT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-22 19:23:00,43.39,9.11,52.5,EUR,visa,Alejandro Savely,Restaurant,SUSHISOM,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-10-23 00:00:00,43.39,9.11,3.64,EUR,master_card,Cathy Hwang,Catering,LINDT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,43.39,9.11,52.5,EUR,visa,"Cosmeticos España, S.L",women's clothing,SEPHORA GRAN VÍA BARCELONA C.C,"Carrer de la Literatura 2 C. C. Gran Vía 2 - GROUND FLOOR, 1-3 C.C, Gran Via de les Corts Catalanes, 08908 Hospitalet de Llobregat, Barcelona, España",https://cdn.veryfi.com/logos/tmp/174187717.png,,,,
2020-09-19 00:00:00,43.39,9.11,52.5,EUR,visa,"Cosmeticos España, S.L",women's clothing,SEPHORA GRAN VÍA BARCELONA C.C,"Carrer de la Literatura 2 C. C. Gran Vía 2 - GROUND FLOOR, 1-3 C.C, Gran Via de les Corts Catalanes, 08908 Hospitalet de Llobregat, Barcelona, España",https://cdn.veryfi.com/logos/tmp/174187717.png,,,,
2021-12-28 19:23:00,43.39,9.11,52.5,EUR,visa,"Cosmeticos España, S.L",women's clothing,SEPHORA GRAN VÍA BARCELONA C.C,"Carrer de la Literatura 2 C. C. Gran Vía 2 - GROUND FLOOR, 1-3 C.C, Gran Via de les Corts Catalanes, 08908 Hospitalet de Llobregat, Barcelona, España",https://cdn.veryfi.com/logos/tmp/174187717.png,,,,
2021-12-28 19:23:00,43.39,9.11,3.64,EUR,cash,Cynthia Delaney,accessories,SOLOPTICAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-25 13:13:00,43.39,9.11,3.64,EUR,visa,Dave Hallsten,Restaurant,BURGER KING,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894690.jpg,https://scdn.veryfi.com/receipts/7cf5f449-6a45-4450-ac62-60217762349f/thumbnail.jpg?Expires=1648359843&Signature=fFXQgURXVKY-13men8viO1fVkWlaqtlBriNZq0oM5NKWhEq~goIwqoCtM~Sc~jrCV2lkZKIcnl9yq4iN10jgBDQj1FetfCUl0uFz1YHmE48RvXUWktWaz0Ml-jRWtUHysVVdZUBSo9Hzah~WDDpmKPY4kT7Ye2zIfNebhhOCPl8i6goHW7lBSex8aKorfRZxM3gXHplOvGx0WPP6b-TgaVd7AU~y8pZmMO2HiALnrrcNtuA3CPEdcA-CLSd5oFJFVeq5EjyGgn1l6OrP2FMVbS3155O2Kh5dUuIg-fWiA05EhMcnx8-ynrPoOSjiD6FJKK3jjr0qOaBnib7a9B~LMw__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/7cf5f449-6a45-4450-ac62-60217762349f/b019429f-526f-41f9-a09a-318e0703f097.jpg?Expires=1648359843&Signature=DBSg~W-KchIx8Zo2h-azUfq3T2Kka2DDov83fQrGXv9efzvl4E9mjbYjl4kJsXqvFp-vLrUTCTzEjqUZAk9PrAVPBq2TOg6PyrBiQ~vdmGbF9zuWFE6X5PCAiktJY7YKaarU6UJ2UQ2~h5YiG-ZR51Gwuk2slXQH7fPRveSTxsLT5i0p8mnw274qL~B4umXshkg45ZhNXWd9A2e1~u8bTftKDo5rKGNFZ-DHOJYX5H7e9FpeuR0xV3Hvk8yeey8CkMDW3oL8nB9mb-UhgafiNAcYGqnVDG1BEfdiWzPLFWd-pj1q8UJ-tUpiChBXGfq0m5sU3bQx-ttBVgqr-U7XyQ__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/7cf5f449-6a45-4450-ac62-60217762349f/4e552ac3-2874-44e8-9457-29ee2243f553.pdf?Expires=1648359843&Signature=AWkFG~bb2n6GaNP1qSVIAAn1WD7j7R5FNUa2HfTaFfBlgWU0ORpja0McjTIQQjWUT8MHoZc~Hzlv9U6PLfqunrr9mekwZYj1oZGaHTN14wKCSdPXouBeoQ9v~V3oa-IWd4zOOW8zQ52DzQDFKwHUlxHTfegucpesMb0NXomworj96in4qoIYwsOetLKjcl0zIydaO5N2UNDnEretLQWO~l4VyDVdIyiENhyQgE~GNbnoVtX9EOjryqYEdC6UMHdtxvF4v689UJrE0fyaVby5tcTHijXgv0EC2Wiy8q005uBYLB9t3FmlsxTqKKlM44y~geXXqb-TUpB6ejFskvmWsw__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2022-03-21 00:00:00,43.39,9.11,52.5,EUR,visa,Dean Katz,mixed clothing,U.S. POLO ASSN.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-23 00:00:00,43.39,9.11,52.5,EUR,visa,Dean Katz,women's underwear,TRIUMPH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-02-02 00:00:00,43.39,9.11,3.64,EUR,visa,Denny Ordway,sportswear,TIMBERLAND,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-02-03 00:00:00,43.39,9.11,52.5,EUR,visa,Denny Ordway,Catering,THE BROS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-22 19:23:00,43.39,9.11,3.64,EUR,visa,Doug Bickford,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-11-28 19:23:00,43.39,9.11,3.64,EUR,master_card,Greg Guthrie,mixed clothing,RIP CURL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894498.jpg,https://scdn.veryfi.com/receipts/a53185df-4e3f-4c7a-94cd-78f86cdca6b3/thumbnail.jpg?Expires=1648359842&Signature=Bp5zHBiEXGO~VP5AyEvEhOJhsA2sfPuKnk8~TAfBJpkdbTGKJq9mh4YY1yKN-QaVsGyXegzGQxW2pUuvmcXHGk3JOb-4Is~mR2cVeOnEfgU4LF7CchRlMhZttrWhPpk0xbQC8n~4V7YIz35c31-9gqFWz8MspR1-ET3nH-IWtT4Uu66i1bh4Lvi6MeBNO5ArmzLsM-5WsLyuds1eymcm-6BWQaoMMTsH4irFmO9V~IiTjmAVSSkbutWC7i4VEvuUGC1CZ-5dstUPfJLgsoEj8LjZHia14DB-fK1aaCnemcK4F91TCUJDCn95dBe1F9a7dmqy3~BQhgzrYiVm7-fi8A__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/a53185df-4e3f-4c7a-94cd-78f86cdca6b3/2134a808-97e0-4a07-b04d-9dcbfad92b89.jpg?Expires=1648359842&Signature=ZAhBZyUtQmz1VA87ocr6VGVLPjT26emtq8xQ8O-wDVDPgwgIG-npcHPL48~TT1sLo8rGNZ13yr3RymgPQHB6lr76TbOMASG18gkMQ9bXVU2dSxfkUqytLC8YObkWnTg6N-gBmdYQ6XkIcm3DwngRlsjbeNRKxbdl1UrG2DMMrksluEDCRc11W-jVQpOHwMIld-7jtzd63cA9hluFbnfdEXc3WN90u3BVyS-qgOpZkaMfCec1SetVKfzI7CrXiJ29eM9Wk-tcJBfG~ZHl0cDcY4n3QMnpo2xaHUg78Pw-m4pn7fwn2IyEFu6ugfcwTFPKTRT4c4g84vDYwRE9k0qRkA__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/a53185df-4e3f-4c7a-94cd-78f86cdca6b3/f5cd9562-93da-4968-82f1-0bb0df254961.pdf?Expires=1648359842&Signature=Gjj9QNFvvu2LZlmEUtBLMJovRGvJW8K67Wbzrvy8cuX1aJ5W6aF9Klw~hEPOYm2KKV8MNHXNFMLOZaUtKBHxKHsxQ~JAG6sahg0-oR-KCfU4RL3P32MhHCsTZvRJXYqWI3pqKETYDQo0xPAhMBq1sy7ZaA4fdwf3Q2Tg94RRFGuU8WU0KZNgD2DbGn11tHMiIdMSx8YZ2v22gJkby5bX6jHm0hlIJEBnKVkpVaCnXX2XvWokalwR5jmen0NNZuWxOaiqI4N0XddDxhGfqwPFOT1tOnzpZOfemvwDqt~0YNawCGDqHbfR-HS9EeNtG7w982XSzFHTCwzOcqbUv1M0Kw__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2022-02-09 00:00:00,43.39,9.11,3.64,EUR,master_card,Greg Guthrie,Restaurant,ROAD & ROLLS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-03-14 00:00:00,43.39,9.11,3.64,EUR,master_card,Greg Guthrie,sportswear,KAPPA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-07-09 00:00:00,43.39,9.11,3.64,EUR,master_card,Greg Hansen,footwear,CONVERSE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,43.39,9.11,3.64,EUR,master_card,Greg Matthias,cosmetic,THE BODY SHOP,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-04-26 00:00:00,43.39,9.11,3.64,EUR,master_card,Greg Maxwell,footwear,CROCS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894580.jpg,https://scdn.veryfi.com/receipts/56a0c848-1204-4e20-a29b-c5babd008335/thumbnail.jpg?Expires=1648359842&Signature=RwH2bpsI8kNi8HVkWmNTNMXv6iP0ACo~tn3ZLv1rvkp7IovARw6Ytrou1n-Jw6p3jtfR~9sCPwcGIaM453Fqg7OCIF8RD3sYm1J2ghU8CHlILMKnBwGXqRklkJ5Np~BHDT7vBAQaqCdV1zuIpLkaeuBq4xkvNdjildULqHWXhDaFHmifARwjZp-p7JCv1REyWQaSE5YkozLHXd9J3SLWNRG~Ce1eiI7tp30Jq4Lq8xb2YtIN~T~ogu9WMrmaeUoPIxR9NVkn5ZtWMa7jvt~7ZmhvLPay8ihLA6dx2vK8NYVHEp4iDlt9uoBFLE7DWmJvRXZ85PGOK8-tYs0rw5pOGg__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/56a0c848-1204-4e20-a29b-c5babd008335/a77ba12e-fe21-4d07-88cf-c135d1a3cb26.jpg?Expires=1648359842&Signature=d1Onaf1Lqm7LFYT-JgPim0Rw4TvdTb6reKY5vR09xMLUI2P~IJFVD3opPPjFyxp1TA01bzwhK9IEHyl6K5dN1zEM8EZquUJuCdNXocXFbaYQdapCggP8-K1F-MxZuTolyaCD1mHrYbtRjoPxGa8JZilU0Nsw1roOKQuNuppmPVobDQxMtvjcnFOL3RoxGfySRi9hs~EjA~OT1lh58zuZG7-Fi9OunOnEPL5IYjqBd4CYx-4sB72~0AwrXPAmXWa~y2Bn1IDUQ1rxReztBUPoozFlDQU4MGK7BC6YhY6rueJXiXjG~JXrHlwiPmDVx7bqLTDKDXNQqKdn1WZ381UHcQ__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/56a0c848-1204-4e20-a29b-c5babd008335/2513d64d-92ce-4c0a-990a-9fa01f372c42.pdf?Expires=1648359842&Signature=Q9uGD9x0Ct8vGId1~PyGRYgNe8p6mE0MPqC5QNVSf1sgSD~NCurB7yPNFZvIl~SnIvAwl9yDDtjZIgikcDjlRcnnmyFNIWBjxnQuhla9lAybTEQW0dDIKsouIJtIRKmcs8uM1ZFwTzu56CCuspftBo9NtfLvthbQwUU7y7XbLm0kGOUO33rQQQ43MX7fOB~XL5t8pF6SvGrRnP55Ic2sTtvAWhSCqQeUhCsYLbENhbfn-dxjTqGP5nCB1Nf2skH8gtnF4fwY0CChBR2M2XAeNlh25zfi5HICmM0SMzk7kRy9uDADh317XUHSh9g8z8MovAWqjRRm8M-am3QVUPP11w__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2022-03-26 15:24:00,43.39,9.11,3.64,EUR,visa,Helen Andreada,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-01-22 00:00:00,43.39,9.11,52.5,EUR,visa,Kunst Miller,mixed clothing,VOLCOM,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-28 19:23:00,43.39,9.11,52.5,EUR,visa,Laura Armstrong,cosmetic,THE BODY SHOP,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2018-01-11 00:00:00,43.39,9.11,52.5,,visa,Maya Herman,Catering,LINDT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2018-01-11 00:00:00,43.39,9.11,52.5,,visa,Maya Herman,sportswear,LE COQ SPORTIF,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-07-29 00:00:00,43.39,9.11,3.64,,visa,Phillina Ober,women's clothing,JAVIER SIMORRA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-08-08 00:00:00,43.39,9.11,52.5,,visa,Phillina Ober,men's clothing,JACK&JONES,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,43.39,9.11,52.5,EUR,master_card,Russell Applegate,men's clothing,SUITS INC.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,43.39,9.11,52.5,EUR,visa,Stephanie Phelps,women's underwear,CALZEDONIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62715996.jpg,https://scdn.veryfi.com/receipts/30d296ab-533c-4f1d-9b31-0dfcd896759f/thumbnail.jpg?Expires=1648359838&Signature=UUvXEOXVZbC2KJ5OFHSmyGfdpirtnwUjJJ1FJ5lA3Z8opSaRajPXPo1KWyAyt9d9wixsFCzyjxczP4qhrPwmL6UVFmEQeUj5kcafiq0VuxT-Dl-dNyYyR~MGJL-O9bN5gPNOww0l0vaORd7zhokjLPhDuZxUHHU1Y07Izq8qw5MHKwrivAjnFUdxhAdPyoaxO2vAIEI7lC4CUmXUyQQMPNTrDCANUjNMPWa3brj~zzWf-B8Agpb99olhX2Za5-hvjAdrsLi4GkfnYDYlwNEWFh74igiSqkE8m-m~UIZMxTzJhqBhyFLVbMhRK46BFtZDVE2qq5vintdCMiubLxqb8g__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/30d296ab-533c-4f1d-9b31-0dfcd896759f/d61979f8-cbbf-48d9-ad38-fa2de45f8869.jpg?Expires=1648359838&Signature=SvImYggqqY3AZSXaI2BeqTBrmMtpotQBUDp0TWYIzXDTK-tDFB3AQdYc50jp5LYEIpcp-KzXUb4iUb5vzeMUqHIaz5NLwQjsFE-s2panWdPRao37FLtCO6jDrPpmFd8zDjE92tyKirBu3ABTVFTqjzszwGxz6d58fVIUrzAcEocO22yt3G0nXz6TXR-vhHKhL1Q7UkApG7IH98C4kQzge3S7mZbS5vDIagQRFN65IGjgREmJ9JDs2aqzT8LOv7w~9NhouSm-pyL7E4TPtFdJ7GoJ-hkTvg0YdFGSQ8xk1oW6Q5Yx6QZ5OSIdmM7OoF5~nY9-HaNLUvah8QV4aWYd5Q__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/30d296ab-533c-4f1d-9b31-0dfcd896759f/1c9a80db-06ae-418a-a56c-045c8039670e.pdf?Expires=1648359838&Signature=BJGxT4NrLrQqzu00n56ety77Sg6eNR02ZirWNt7faYXmz5zJtLfaL44k5NobpG6jjS-XqzMEMlJNB467AnICvsdqgdJboA8QVYhdkHydGYWVCE3SF6jpwtJNaep2QK006UGsrFD-7lzR~W7Bh1jrLfsfIg6Uu6rXjSWMhTq0zSoNQcLqMV5HBwdW4NDbgA2Jn1IluqJlAWM8A7kLtn7fwtN7NCmQwkcLWgnjdpBLcK7sONqNdBvYdfXv1A4ZDwW7Dqy9YdwcvsJHXQvd4wI41~3Bf1EbS59QQ5E5OVaNf8NWA6QqCqtseI6t4DIErp6meSBEubot0mMYMXa~3qWT9A__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2022-03-26 15:24:00,43.39,9.11,3.64,,visa,Sung Shariari,home_goods,LA MALLORQUINA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,43.39,9.11,52.5,,visa,Sung Shariari,accessories,LA CASA DE LAS CARCASAS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,43.39,9.11,52.5,,visa,Sung Shariari,"mixed clothing, sportswear, outdoor",JOMA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,43.39,9.11,52.5,,visa,Sung Shariari,sportswear,KAPPA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-04-25 00:00:00,43.39,9.11,3.64,EUR,visa,Tracy Blumstein,sportswear,KAPPA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-04-28 00:00:00,43.39,9.11,52.5,EUR,visa,Tracy Blumstein,sportswear,GEOGRAPHICAL NORWAY,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,43.39,9.11,3.64,USD,visa,,,,,,,,,
2012-09-03 14:49:00,44.45,4.45,44.45,,master_card,Gary Zandusky,home_goods,HOME & COOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894481.jpg,https://scdn.veryfi.com/receipts/25c4b22e-9c66-4883-95aa-9f819b7f0212/thumbnail.jpg?Expires=1648359842&Signature=FrY1Y6aKHiM2GDkPJ-3gCAtsuFLUzTJ2H2i~YLJGpZ-4j-PyXdowjGOcrHJ3DSoxLRld3jmNjZORppQCzui6TMXZnrCEplcYHt0JstCbLjVNjmoRCo2~KbCKLnXQfCd5ZDQWHr7h7eXHCkQQbpuEhtrJIVWJuwBFjSh7UPHRFLnR3Q24d4mryiB-GjS~oGe2WTinaGeyJN2L04gux9MKOcqA7wIRmQI8Luk5a7pMvX3S22dTvCjkiOZWKkCwHTv7AOC9GNrVAFC7GsvB435a75jo3I9LZOxrj7Zdf615CwDLGdwhUNJgOCIyY3V9dbGZ4bfT3PEqcjVLoVf1VtzV7Q__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/25c4b22e-9c66-4883-95aa-9f819b7f0212/ecc73176-1abb-4788-8cf9-2007a753e12a.jpg?Expires=1648359842&Signature=UVDqOPCIRzDlN4pDmGJe3k~~PX4LWeOx5PKtW6vxjwzD~lg7kQQKx2mRvQszzVhGuplwDbhUW7epNnV04y1x3i9mPtc7aNj9FMl-nAshwIyxkSnPHf-a8qXyehtbpsI9Xx0XlSmfqYLNSLbRJDEn1h0stoZocbdqB1P~zf-3Xo9ttDj9djST-r7My1r4am4XBhNo34rZmyqbaNwP3IdmLRk8p2~vYZ7C6bxCWZEo4Hu4YcjkmVrum0UUP8~kQoXR7aWtMwogzboii-k1XUSZWFG5lYAv8NqoFxcGrsnUUlg9mmMR2czxuX2jnExZKRMudRNW9KKaPX0sx37JJY5q~Q__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/25c4b22e-9c66-4883-95aa-9f819b7f0212/6ca95af4-2395-4c74-9250-13f5b4ecb0e8.pdf?Expires=1648359842&Signature=fTvycH~s4fy455D1yid72Hq1bz4c~yjDYeRRA1b-2biLd02pMn-J5kUOZnPWZ9EAqkxg3WRds-n5EBpmHy6zwR7YQmbJjYiADCx2uFsnwjckiMOpAeqUdlTzHhw4ZR77krYqZgGDsHLBZXbcB~FoXEbvzPZl3OK~1oykOV-DWxi2HxLP9~y0EXobuI-iFXKpu40ap9a0KE3EwRH~-da20kmp64oN3DZbm9~~xDzVxFal5A8SJPyH9HRTGrqKep19Ar4rUnX8SajKjzOEZ8258l0oMWhgiLSywId3K5Vlx-fdIssd~GoJOkQYf7TmnL71tgxkmPHuERrPF0oisBuqIA__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2014-07-10 11:58:00,44.45,4.45,44.45,EUR,visa,Jennifer Braxton,accessories,DELSEY,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,44.45,4.45,44.45,EUR,visa,LA CAPONATA RESTAURACION S.L,Restaurant,La Caponata,"Av. de la Arboleda, 32, 41940 Tomares, Sevilla, Spain",https://cdn.veryfi.com/logos/tmp/955320787.png,,,,
2021-03-17 00:00:00,44.45,4.45,44.45,EUR,visa,Mike Vittorini,women's underwear,VANITY FAIR,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:23:00,44.45,4.45,44.45,EUR,visa,Nathan Gelder,Restaurant,UDON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-08-04 00:00:00,44.45,4.45,44.45,,visa,Phillina Ober,home_goods,HOME INTERIORS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-12-21 00:00:00,49.55,10.4,59.95,EUR,visa,Aaron Hawkins,mixed clothing,CITEES,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-04-30 00:00:00,49.55,10.4,59.95,EUR,visa,Aaron Hawkins,footwear,DUUO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-10-17 00:00:00,49.55,10.4,59.95,EUR,visa,Bart Pistole,accessories,LA CASA DE LAS CARCASAS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
